symbol,listing_date,lagna,lagna_lord,moon_sign,mahadasha,antardasha,maha_end_date,yogas,astro_score,astro_action
GRAVISSHO,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
GRAVITA,2010-11-16,Sagittarius,Jupiter,Aquarius,Saturn,Venus,2037-09-19,Gaja Kesari|Raja Yoga|Kemdrum,40.0,BUY
GREAVESCOT,2004-09-09,Libra,Venus,Gemini,Saturn,Ketu,2038-10-10,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
GREENLAM,2015-03-02,Aries,Mars,Cancer,Saturn,Moon,2026-12-11,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum,16.0,HOLD
GREENPANEL,2019-10-23,Scorpio,Mars,Cancer,Ketu,Mars,2030-10-08,Viparita Raja|Kemdrum,17.0,HOLD
GREENPLY,1996-03-06,Aries,Mars,Virgo,Rahu,Mercury,2035-01-29,Gaja Kesari|Raja Yoga|Kemdrum,8.0,CAUTION
GREENPOWER,2010-10-08,Scorpio,Mars,Virgo,Rahu,Mercury,2034-02-12,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
GRINDWELL,2006-09-11,Libra,Venus,Aries,Venus,Ketu,2027-04-29,Gaja Kesari|Raja Yoga|Kemdrum,48.0,BUY
GRINFRA,2021-07-19,Leo,Sun,Libra,Jupiter,Mercury,2030-06-30,Dhana Yoga|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,59.0,BUY
GRMOVER,2022-09-07,Libra,Venus,Capricorn,Moon,Rahu,2034-05-03,Raja Yoga|Viparita Raja|Kemdrum,41.0,BUY
GROBTEA,2016-07-14,Leo,Sun,Libra,Jupiter,Venus,2030-09-01,Raja Yoga|Parivartana,23.0,HOLD
GROWW,2025-11-12,Sagittarius,Jupiter,Cancer,Mercury,Mercury,2031-10-25,Gaja Kesari|Raja Yoga|Viparita Raja|Kemdrum,38.0,HOLD
GRPLTD,2015-02-12,Pisces,Jupiter,Libra,Saturn,Ketu,2038-11-10,Gaja Kesari|Parivartana,27.0,HOLD
GRSE,2018-10-10,Scorpio,Mars,Libra,Rahu,Saturn,2037-01-30,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja,80.0,BUY
GRWRHITECH,2022-02-03,Pisces,Jupiter,Aquarius,Rahu,Jupiter,2027-04-04,Gaja Kesari|Raja Yoga,43.0,BUY
GSFC,1995-09-06,Libra,Venus,Capricorn,Rahu,Venus,2030-07-04,Dhana Yoga,53.0,BUY
GSLSU,2023-03-23,Taurus,Venus,Pisces,Ketu,Ketu,2033-04-22,Gaja Kesari|Dhana Yoga|Raja Yoga|Neecha Bhanga,53.0,BUY
GSPCROP,2026-03-24,Taurus,Venus,Taurus,Moon,Moon,2030-04-19,Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,80.0,BUY
GTL,1995-03-29,Taurus,Venus,Aquarius,Saturn,Jupiter,2028-03-10,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
GTLINFRA,2006-11-09,Sagittarius,Jupiter,Gemini,Jupiter,Ketu,2035-01-09,Dhana Yoga|Raja Yoga|Raja Yoga|Kemdrum,51.0,BUY
GTPL,2017-07-04,Leo,Sun,Libra,Jupiter,Venus,2029-01-29,Raja Yoga|Raja Yoga,46.0,BUY
GUFICBIO,2004-10-19,Scorpio,Mars,Sagittarius,Venus,Ketu,2026-12-01,Gaja Kesari|Raja Yoga|Kemdrum|Neecha Bhanga|Parivartana,56.0,BUY
GUJALKALI,1997-08-07,Virgo,Mercury,Virgo,Rahu,Mercury,2035-10-25,Raja Yoga|Neecha Bhanga|Parivartana,14.0,CAUTION
GUJAPOLLO,2007-06-04,Cancer,Moon,Sagittarius,Mars,Jupiter,2031-07-31,Dhana Yoga|Parivartana,32.0,HOLD
GUJRAFFIA,1996-10-09,Scorpio,Mars,Leo,Moon,Jupiter,2032-06-19,Dhana Yoga|Raja Yoga|Neecha Bhanga,72.0,BUY
GUJTHEM,2025-02-25,Aries,Mars,Capricorn,Sun,Rahu,2027-05-06,Raja Yoga|Parivartana,53.0,BUY
GULFOILLUB,2014-07-31,Virgo,Mercury,Virgo,Moon,Ketu,2029-01-09,Raja Yoga|Parivartana,51.0,BUY
GULPOLY,2015-01-28,Pisces,Jupiter,Aries,Moon,Saturn,2032-01-04,Gaja Kesari|Kemdrum|Parivartana,15.0,HOLD
GVPIL,2000-04-19,Gemini,Mercury,Libra,Jupiter,Rahu,2028-08-04,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Kemdrum,98.0,BUY
GVPTECH,2022-09-06,Libra,Venus,Sagittarius,Venus,Sun,2030-02-07,Gaja Kesari|Viparita Raja,75.0,BUY
GVT&D,2008-06-30,Leo,Sun,Taurus,Mars,Venus,2028-04-11,Raja Yoga|Raja Yoga|Parivartana,57.0,BUY
GYFTR,2026-07-10,Leo,Sun,Aries,Venus,Venus,2029-06-22,Gaja Kesari|Dhana Yoga|Viparita Raja|Kala Sarpa,53.0,BUY
HAL,2018-03-28,Taurus,Venus,Cancer,Venus,Venus,2045-04-01,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,25.0,HOLD
HALDER,2026-01-19,Aquarius,Saturn,Capricorn,Moon,Moon,2036-06-28,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,92.0,BUY
HALEOSLABS,2017-08-17,Virgo,Mercury,Taurus,Rahu,Jupiter,2039-09-26,Neecha Bhanga,1.0,CAUTION
HAPPSTMNDS,2020-09-17,Libra,Venus,Leo,Sun,Venus,2026-08-28,,-4.0,CAUTION
HAPPYFORGE,2023-12-27,Capricorn,Saturn,Gemini,Rahu,Rahu,2033-08-09,Dhana Yoga|Raja Yoga|Viparita Raja|Kemdrum,47.0,BUY
HARDWYN,2022-04-12,Taurus,Venus,Leo,Ketu,Jupiter,2028-11-19,Gaja Kesari|Raja Yoga|Kemdrum,3.0,CAUTION
HARIOMPIPE,2022-04-13,Taurus,Venus,Leo,Venus,Sun,2041-12-19,Gaja Kesari|Raja Yoga|Kemdrum,23.0,HOLD
HARRMALAYA,1995-02-08,Pisces,Jupiter,Taurus,Rahu,Ketu,2033-08-19,Gaja Kesari|Kemdrum,-3.0,CAUTION
HARSHA,2022-09-26,Libra,Venus,Virgo,Moon,Jupiter,2031-01-26,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Viparita Raja,68.0,BUY
HATHWAY,2010-02-25,Aries,Mars,Gemini,Saturn,Mercury,2041-02-24,Raja Yoga|Raja Yoga|Neecha Bhanga|Parivartana,32.0,HOLD
HATSUN,2014-06-20,Cancer,Moon,Pisces,Mercury,Ketu,2040-12-28,Kemdrum|Parivartana,-15.0,EXIT
HAVELLS,2001-03-21,Taurus,Venus,Capricorn,Jupiter,Jupiter,2041-12-28,Raja Yoga|Parivartana,33.0,HOLD
HAVISHA,2000-02-16,Pisces,Jupiter,Gemini,Saturn,Mercury,2040-12-20,Dhana Yoga|Kemdrum|Neecha Bhanga|Parivartana,20.0,HOLD
HAWKINCOOK,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
HBESD,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
HBLENGINE,2007-01-04,Aquarius,Saturn,Gemini,Saturn,Moon,2033-09-20,Raja Yoga|Kemdrum,18.0,HOLD
HCC,2003-04-01,Taurus,Venus,Pisces,Mercury,Jupiter,2029-04-07,Raja Yoga|Parivartana|Parivartana,60.0,BUY
HCG,2016-03-30,Taurus,Venus,Scorpio,Venus,Venus,2044-06-08,Gaja Kesari|Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,64.0,BUY
HCL-INSYS,1997-01-01,Aquarius,Saturn,Virgo,Rahu,Ketu,2033-04-11,Raja Yoga|Kemdrum|Neecha Bhanga|Parivartana,-19.0,EXIT
HCLTECH,2000-01-06,Aquarius,Saturn,Sagittarius,Moon,Jupiter,2033-05-24,Raja Yoga|Neecha Bhanga|Parivartana,58.0,BUY
HDBFS,2025-07-02,Leo,Sun,Virgo,Moon,Moon,2035-10-03,Gaja Kesari|Raja Yoga|Parivartana,48.0,BUY
HDFCAMC,2018-08-06,Virgo,Mercury,Taurus,Moon,Mercury,2029-09-03,Dhana Yoga|Kemdrum,27.0,HOLD
HDFCBANK,1995-11-08,Sagittarius,Jupiter,Taurus,Rahu,Mercury,2034-09-17,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,82.0,BUY
HDFCLIFE,2017-11-17,Sagittarius,Jupiter,Libra,Jupiter,Saturn,2038-11-05,Gaja Kesari|Dhana Yoga|Raja Yoga|Kala Sarpa|Parivartana,80.0,BUY
HEADSUP,2016-12-14,Capricorn,Saturn,Gemini,Rahu,Saturn,2037-11-14,Gaja Kesari|Dhana Yoga|Kemdrum|Parivartana|Parivartana,15.0,HOLD
HEALTHX,2010-10-05,Scorpio,Mars,Leo,Venus,Saturn,2031-11-05,Dhana Yoga|Raja Yoga|Viparita Raja,60.0,BUY
HECPROJECT,2021-12-30,Capricorn,Saturn,Libra,Jupiter,Saturn,2032-08-30,Dhana Yoga|Raja Yoga,63.0,BUY
HEG,1995-05-10,Gemini,Mercury,Leo,Rahu,Rahu,2042-06-20,Gaja Kesari|Neecha Bhanga,20.0,HOLD
HEIDELBERG,1995-03-15,Aries,Mars,Leo,Moon,Rahu,2034-10-08,Gaja Kesari|Neecha Bhanga,33.0,HOLD
HEMIPROP,2020-10-22,Scorpio,Mars,Sagittarius,Venus,Moon,2033-05-06,Gaja Kesari|Neecha Bhanga|Parivartana,49.0,BUY
HERANBA,2021-03-05,Aries,Mars,Scorpio,Saturn,Mercury,2031-09-21,Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga|Neecha Bhanga,57.0,BUY
HERITGFOOD,1996-11-27,Sagittarius,Jupiter,Gemini,Jupiter,Sun,2031-09-27,Gaja Kesari|Raja Yoga|Kemdrum|Parivartana,40.0,BUY
HEROMOTOCO,2003-04-11,Taurus,Venus,Cancer,Mercury,Saturn,2027-11-10,Gaja Kesari,25.0,HOLD
HESTERBIO,2015-03-13,Aries,Mars,Scorpio,Ketu,Venus,2033-02-02,Kemdrum,-30.0,AVOID
HEXAGON,2026-06-12,Cancer,Moon,Aries,Venus,Venus,2043-03-22,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,83.0,BUY
HEXATRADEX,2012-04-20,Gemini,Mercury,Pisces,Ketu,Mercury,2026-08-08,Parivartana,1.0,CAUTION
HEXT,2025-02-19,Aries,Mars,Libra,Jupiter,Jupiter,2041-07-30,Raja Yoga|Kemdrum|Parivartana,33.0,HOLD
HFCL,2011-03-09,Aries,Mars,Aries,Venus,Saturn,2032-04-07,Raja Yoga|Viparita Raja,49.0,BUY
HGINFRA,2018-03-09,Aries,Mars,Scorpio,Mercury,Moon,2029-04-06,Raja Yoga|Neecha Bhanga|Parivartana,21.0,HOLD
HGM,2006-09-27,Libra,Venus,Scorpio,Saturn,Jupiter,2027-11-18,Raja Yoga|Raja Yoga|Raja Yoga|Viparita Raja,64.0,BUY
HGS,2007-06-19,Cancer,Moon,Cancer,Venus,Mars,2040-06-13,Raja Yoga|Raja Yoga,36.0,HOLD
HIKAL,2001-02-14,Pisces,Jupiter,Libra,Saturn,Venus,2035-09-07,Parivartana,15.0,HOLD
HIMATSEIDE,1995-02-08,Pisces,Jupiter,Taurus,Rahu,Ketu,2033-08-19,Gaja Kesari|Kemdrum,-3.0,CAUTION
HINDALCO,1997-01-08,Aquarius,Saturn,Sagittarius,Moon,Rahu,2034-08-24,Raja Yoga|Raja Yoga|Raja Yoga|Parivartana,59.0,BUY
HINDCOMPOS,1996-05-08,Gemini,Mercury,Sagittarius,Rahu,Saturn,2037-02-26,Gaja Kesari|Kemdrum|Parivartana,17.0,HOLD
HINDCOPPER,2010-09-15,Libra,Venus,Scorpio,Venus,Moon,2040-10-14,Dhana Yoga|Raja Yoga|Neecha Bhanga,71.0,BUY
HINDOILEXP,2003-09-23,Libra,Venus,Cancer,Venus,Jupiter,2034-04-07,Parivartana,-17.0,EXIT
HINDPETRO,1998-06-17,Cancer,Moon,Aquarius,Mercury,Venus,2040-02-07,Parivartana,-7.0,EXIT
HINDUNILVR,1995-07-06,Leo,Sun,Virgo,Jupiter,Mercury,2036-01-02,Raja Yoga|Parivartana,38.0,HOLD
HINDWAREAP,2019-12-26,Capricorn,Saturn,Sagittarius,Venus,Moon,2041-12-14,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Viparita Raja,96.0,BUY
HINDZINC,2006-11-21,Sagittarius,Jupiter,Scorpio,Mercury,Sun,2036-08-06,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja|Parivartana,86.0,BUY
HIRECT,2006-12-26,Capricorn,Saturn,Aquarius,Saturn,Mercury,2039-12-26,Gaja Kesari|Raja Yoga|Viparita Raja|Kemdrum,35.0,HOLD
HISARMETAL,2017-01-05,Aquarius,Saturn,Pisces,Mercury,Venus,2039-07-06,Gaja Kesari|Raja Yoga|Raja Yoga|Parivartana|Parivartana,76.0,BUY
HITECH,2018-05-07,Gemini,Mercury,Capricorn,Mars,Mars,2033-05-16,Gaja Kesari|Viparita Raja,33.0,HOLD
HLEGLAS,2023-02-09,Pisces,Jupiter,Virgo,Moon,Moon,2035-12-20,Gaja Kesari|Viparita Raja|Kemdrum,34.0,HOLD
HLVLTD,1995-07-19,Leo,Sun,Pisces,Sun,Jupiter,2029-09-12,Dhana Yoga|Viparita Raja|Kemdrum,27.0,HOLD
HMAAGRO,2023-07-04,Leo,Sun,Sagittarius,Sun,Saturn,2029-01-22,Dhana Yoga|Kemdrum,37.0,HOLD
HMVL,2010-07-21,Leo,Sun,Scorpio,Mercury,Venus,2039-02-28,Raja Yoga|Kemdrum,4.0,CAUTION
HNDFDS,2023-06-06,Cancer,Moon,Sagittarius,Venus,Venus,2035-07-20,Dhana Yoga|Raja Yoga|Kemdrum|Neecha Bhanga,25.0,HOLD
HOMEFIRST,2021-02-03,Pisces,Jupiter,Libra,Rahu,Rahu,2042-07-16,Gaja Kesari|Dhana Yoga|Kemdrum,25.0,HOLD
HONASA,2023-11-07,Sagittarius,Jupiter,Leo,Venus,Venus,2045-07-05,Neecha Bhanga,5.0,CAUTION
HONAUT,2003-07-18,Leo,Sun,Aquarius,Saturn,Rahu,2031-01-15,Raja Yoga|Kemdrum,21.0,HOLD
HONDAPOWER,2003-04-01,Taurus,Venus,Pisces,Mercury,Jupiter,2029-04-07,Raja Yoga|Parivartana|Parivartana,60.0,BUY
HPAL,2021-12-27,Capricorn,Saturn,Virgo,Moon,Saturn,2030-01-29,Dhana Yoga|Raja Yoga|Raja Yoga|Viparita Raja|Kemdrum,75.0,BUY
HPIL,2022-11-07,Sagittarius,Jupiter,Aries,Ketu,Rahu,2027-01-01,Dhana Yoga|Raja Yoga|Neecha Bhanga,86.0,BUY
HPL,2016-10-04,Scorpio,Mars,Libra,Jupiter,Venus,2030-03-15,Dhana Yoga|Raja Yoga|Raja Yoga|Kala Sarpa,86.0,BUY
HSCL,2007-03-02,Aries,Mars,Cancer,Venus,Rahu,2037-07-18,Kemdrum,-35.0,AVOID
HTMEDIA,2005-09-01,Libra,Venus,Cancer,Ketu,Rahu,2029-10-26,Raja Yoga|Raja Yoga|Raja Yoga|Viparita Raja|Neecha Bhanga,64.0,BUY
HUBTOWN,2007-02-07,Pisces,Jupiter,Virgo,Rahu,Mercury,2035-05-12,Kemdrum|Parivartana,-25.0,EXIT
HUDCO,2017-05-19,Gemini,Mercury,Aquarius,Rahu,Mercury,2035-08-08,,8.0,CAUTION
HUHTAMAKI,2004-10-01,Scorpio,Mars,Aries,Moon,Moon,2036-05-31,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Kemdrum,59.0,BUY
HYUNDAI,2024-10-22,Scorpio,Mars,Gemini,Rahu,Rahu,2039-08-16,Neecha Bhanga|Neecha Bhanga,33.0,HOLD
ICDSLTD,1999-11-17,Sagittarius,Jupiter,Aquarius,Jupiter,Mars,2029-06-14,Kemdrum|Neecha Bhanga|Parivartana|Parivartana,2.0,CAUTION
ICEMAKE,2020-10-12,Scorpio,Mars,Cancer,Mercury,Venus,2031-06-24,,1.0,CAUTION
ICICIAMC,2025-12-19,Capricorn,Saturn,Scorpio,Mercury,Mercury,2034-02-27,Raja Yoga|Raja Yoga|Raja Yoga|Viparita Raja,91.0,BUY
ICICIBANK,1997-09-17,Libra,Venus,Pisces,Mercury,Jupiter,2029-08-01,Raja Yoga|Raja Yoga|Kemdrum|Neecha Bhanga|Parivartana,47.0,BUY
ICICIGI,2017-09-27,Libra,Venus,Sagittarius,Venus,Venus,2044-09-22,Raja Yoga|Kala Sarpa,30.0,HOLD
ICICIPRULI,2016-09-29,Scorpio,Mars,Leo,Sun,Jupiter,2029-11-13,Raja Yoga|Kala Sarpa|Parivartana,48.0,BUY
ICIL,2005-09-12,Libra,Venus,Sagittarius,Venus,Mercury,2030-04-05,Gaja Kesari|Kemdrum,15.0,HOLD
ICRA,2007-04-13,Taurus,Venus,Capricorn,Rahu,Moon,2029-01-22,Raja Yoga|Neecha Bhanga|Parivartana,38.0,HOLD
IDBI,1995-09-20,Libra,Venus,Cancer,Ketu,Rahu,2030-02-26,Raja Yoga|Viparita Raja|Kemdrum,19.0,HOLD
IDEA,2007-03-09,Aries,Mars,Libra,Saturn,Mercury,2041-01-04,,-10.0,EXIT
IDFCFIRSTB,2015-11-06,Sagittarius,Jupiter,Leo,Venus,Jupiter,2027-07-18,Gaja Kesari|Raja Yoga|Neecha Bhanga|Parivartana,41.0,BUY
IEX,2017-10-23,Scorpio,Mars,Scorpio,Mercury,Venus,2038-04-17,Raja Yoga|Raja Yoga|Raja Yoga|Kala Sarpa|Parivartana,46.0,BUY
IFBIND,1995-03-29,Taurus,Venus,Aquarius,Saturn,Jupiter,2028-03-10,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
IFCI,1995-04-26,Gemini,Mercury,Pisces,Mercury,Rahu,2033-09-06,Neecha Bhanga,21.0,HOLD
IFGLEXPOR,2017-11-14,Sagittarius,Jupiter,Virgo,Moon,Venus,2028-06-29,Dhana Yoga|Raja Yoga|Kala Sarpa|Parivartana,57.0,BUY
IGARASHI,2003-10-09,Scorpio,Mars,Pisces,Mercury,Rahu,2031-11-16,,30.0,HOLD
IGCL,2025-07-03,Leo,Sun,Virgo,Moon,Mars,2026-12-07,Gaja Kesari|Raja Yoga|Parivartana,48.0,BUY
IGIL,2024-12-20,Capricorn,Saturn,Leo,Ketu,Venus,2029-10-10,Gaja Kesari|Neecha Bhanga,20.0,HOLD
IGL,2003-12-26,Capricorn,Saturn,Capricorn,Rahu,Venus,2032-10-08,Raja Yoga|Viparita Raja|Parivartana,40.0,BUY
IGPL,2007-01-29,Pisces,Jupiter,Taurus,Rahu,Venus,2030-08-16,Gaja Kesari|Kemdrum|Parivartana,-2.0,CAUTION
IIFL,2005-05-17,Gemini,Mercury,Leo,Sun,Sun,2032-05-12,,6.0,CAUTION
IIFLCAPS,2019-09-20,Libra,Venus,Taurus,Moon,Mercury,2029-10-18,Gaja Kesari|Raja Yoga|Viparita Raja|Kemdrum,3.0,CAUTION
IITL,2010-08-17,Virgo,Mercury,Scorpio,Saturn,Rahu,2026-09-01,Kemdrum|Neecha Bhanga,-7.0,EXIT
IKIO,2023-06-16,Cancer,Moon,Taurus,Moon,Rahu,2034-09-06,Raja Yoga|Neecha Bhanga|Parivartana,40.0,BUY
IKS,2024-12-19,Capricorn,Saturn,Cancer,Mercury,Mercury,2035-10-09,Kemdrum|Neecha Bhanga,-2.0,CAUTION
IMAGICAA,2015-04-06,Taurus,Venus,Libra,Rahu,Ketu,2027-10-12,Gaja Kesari|Raja Yoga|Raja Yoga|Viparita Raja,77.0,BUY
IMFA,2010-07-23,Leo,Sun,Sagittarius,Venus,Jupiter,2035-07-16,Gaja Kesari|Raja Yoga|Kemdrum,34.0,HOLD
IMPAL,2005-10-07,Scorpio,Mars,Scorpio,Mercury,Ketu,2040-03-16,Raja Yoga|Viparita Raja,27.0,HOLD
INA,2026-03-09,Aries,Mars,Scorpio,Jupiter,Jupiter,2029-11-19,Raja Yoga|Kemdrum,3.0,CAUTION
INCREDIBLE,2016-07-01,Leo,Sun,Taurus,Moon,Mercury,2030-04-25,Gaja Kesari|Dhana Yoga|Raja Yoga,73.0,BUY
INDBANK,2008-10-08,Scorpio,Mars,Capricorn,Mars,Saturn,2030-03-08,Dhana Yoga|Raja Yoga|Viparita Raja,56.0,BUY
INDGN,2024-05-13,Gemini,Mercury,Cancer,Saturn,Saturn,2044-03-30,Raja Yoga|Kemdrum,30.0,HOLD
INDHOTEL,1996-07-03,Leo,Sun,Capricorn,Rahu,Mars,2026-07-31,Dhana Yoga|Raja Yoga|Viparita Raja,69.0,BUY
INDIACEM,2000-05-31,Cancer,Moon,Aries,Moon,Mars,2035-03-19,Gaja Kesari|Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
INDIAGLYCO,2005-07-01,Leo,Sun,Aries,Sun,Saturn,2028-11-20,,25.0,HOLD
INDIAMART,2019-07-04,Leo,Sun,Cancer,Saturn,Venus,2033-11-11,Raja Yoga|Neecha Bhanga,33.0,HOLD
INDIANB,2007-03-01,Aries,Mars,Cancer,Mercury,Saturn,2026-08-11,Kemdrum,-5.0,CAUTION
INDIANCARD,1997-01-08,Aquarius,Saturn,Sagittarius,Moon,Rahu,2034-08-24,Raja Yoga|Raja Yoga|Raja Yoga|Parivartana,59.0,BUY
INDIANHUME,1995-08-30,Libra,Venus,Libra,Jupiter,Venus,2032-05-22,Dhana Yoga,63.0,BUY
INDIASHLTR,2023-12-20,Capricorn,Saturn,Pisces,Saturn,Saturn,2034-09-08,Dhana Yoga|Viparita Raja,65.0,BUY
INDIGO,2015-11-10,Sagittarius,Jupiter,Libra,Rahu,Mercury,2034-02-17,Raja Yoga|Neecha Bhanga|Neecha Bhanga|Parivartana,34.0,HOLD
INDIGOPNTS,2021-02-02,Pisces,Jupiter,Virgo,Moon,Saturn,2026-08-23,Dhana Yoga|Kemdrum,10.0,CAUTION
INDIQUBE,2025-07-30,Virgo,Mercury,Virgo,Moon,Mars,2030-01-19,Gaja Kesari|Raja Yoga|Kemdrum|Parivartana,33.0,HOLD
INDNIPPON,1997-05-07,Gemini,Mercury,Aries,Rahu,Saturn,2038-03-07,Gaja Kesari|Neecha Bhanga|Parivartana|Parivartana,32.0,HOLD
INDOBORAX,2022-03-29,Taurus,Venus,Aquarius,Rahu,Jupiter,2040-09-06,Gaja Kesari|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,90.0,BUY
INDOCO,2005-01-14,Aquarius,Saturn,Aquarius,Saturn,Venus,2038-02-28,Raja Yoga|Parivartana,30.0,HOLD
INDOFARM,2025-01-07,Aquarius,Saturn,Pisces,Mercury,Mercury,2030-11-19,Raja Yoga|Raja Yoga|Raja Yoga|Neecha Bhanga,77.0,BUY
INDORAMA,2003-06-20,Cancer,Moon,Aquarius,Saturn,Mercury,2040-12-03,Raja Yoga|Raja Yoga|Kemdrum,21.0,HOLD
INDOSTAR,2018-05-21,Cancer,Moon,Cancer,Mercury,Moon,2026-11-28,Gaja Kesari,38.0,HOLD
INDOTHAI,2011-11-02,Scorpio,Mars,Capricorn,Mars,Mercury,2029-02-07,Gaja Kesari|Kemdrum|Neecha Bhanga|Neecha Bhanga|Neecha Bhanga,36.0,HOLD
INDOUS,2024-09-27,Libra,Venus,Cancer,Saturn,Saturn,2035-12-31,Viparita Raja,30.0,HOLD
INDPRUD,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
INDRAMEDCO,1997-04-17,Gemini,Mercury,Leo,Sun,Jupiter,2030-01-06,Raja Yoga|Kemdrum|Neecha Bhanga|Parivartana|Parivartana,34.0,HOLD
INDSWFTLAB,1997-07-02,Leo,Sun,Taurus,Rahu,Moon,2028-05-09,Dhana Yoga|Viparita Raja|Parivartana|Parivartana,25.0,HOLD
INDTERRAIN,2011-03-11,Aries,Mars,Taurus,Mars,Saturn,2030-03-26,Raja Yoga|Viparita Raja|Kemdrum,44.0,BUY
INDUSINDBK,1998-01-28,Pisces,Jupiter,Capricorn,Rahu,Venus,2030-07-20,Raja Yoga|Parivartana,1.0,CAUTION
INDUSTOWER,2012-12-28,Capricorn,Saturn,Gemini,Jupiter,Jupiter,2042-04-24,Viparita Raja|Neecha Bhanga,57.0,BUY
INFOBEAN,2019-07-15,Leo,Sun,Sagittarius,Venus,Moon,2041-12-17,Raja Yoga|Neecha Bhanga,41.0,BUY
INFOMEDIA,2006-10-12,Scorpio,Mars,Gemini,Rahu,Mars,2026-10-23,Raja Yoga|Raja Yoga|Parivartana,58.0,BUY
INFY,1995-02-08,Pisces,Jupiter,Taurus,Rahu,Ketu,2033-08-19,Gaja Kesari|Kemdrum,-3.0,CAUTION
INGERRAND,1999-04-15,Taurus,Venus,Pisces,Venus,Sun,2042-11-04,Gaja Kesari|Dhana Yoga|Raja Yoga|Neecha Bhanga,68.0,BUY
INNOVACAP,2023-12-29,Capricorn,Saturn,Cancer,Saturn,Saturn,2036-06-14,Gaja Kesari|Raja Yoga|Kemdrum|Parivartana,45.0,BUY
INNOVANA,2024-12-17,Capricorn,Saturn,Gemini,Jupiter,Jupiter,2034-12-08,Neecha Bhanga,5.0,CAUTION
INNOVISION,2026-03-23,Taurus,Venus,Taurus,Sun,Moon,2029-02-27,Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Raja Yoga,100.0,BUY
INOXGREEN,2022-11-23,Sagittarius,Jupiter,Libra,Jupiter,Saturn,2031-03-26,Raja Yoga|Viparita Raja|Parivartana,45.0,BUY
INOXINDIA,2023-12-21,Capricorn,Saturn,Pisces,Mercury,Ketu,2032-11-08,Dhana Yoga|Viparita Raja,40.0,BUY
INOXWIND,2015-04-09,Taurus,Venus,Scorpio,Mercury,Rahu,2030-02-12,Raja Yoga|Kemdrum,25.0,HOLD
INSECTICID,2007-05-30,Cancer,Moon,Libra,Saturn,Venus,2038-01-27,Parivartana,15.0,HOLD
INTELLECT,2014-12-18,Capricorn,Saturn,Libra,Jupiter,Saturn,2040-03-10,Gaja Kesari|Dhana Yoga|Raja Yoga|Viparita Raja|Parivartana,85.0,BUY
INTENTECH,2017-03-23,Taurus,Venus,Capricorn,Moon,Venus,2028-08-03,Dhana Yoga|Raja Yoga|Raja Yoga|Raja Yoga|Parivartana,78.0,BUY
INTERARCH,2024-08-26,Virgo,Mercury,Taurus,Moon,Moon,2036-03-03,Gaja Kesari|Dhana Yoga|Viparita Raja|Kemdrum,65.0,BUY
INTLCONV,2021-09-16,Libra,Venus,Sagittarius,Moon,Moon,2036-05-23,Raja Yoga|Neecha Bhanga,42.0,BUY
INVENTURE,2011-08-04,Virgo,Mercury,Virgo,Rahu,Jupiter,2041-03-28,Dhana Yoga|Neecha Bhanga,29.0,HOLD
INVPRECQ,2026-04-20,Gemini,Mercury,Taurus,Moon,Moon,2033-10-12,Raja Yoga|Neecha Bhanga|Kala Sarpa|Parivartana,10.0,CAUTION
